name,type,start_time,duration,miso,mosi
Flipper-W5500,result,1.606660667,0.000003833,0x03,0x00
Flipper-W5500,result,1.606667333,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.606672417,0.000000083,,
Flipper-W5500,enable,1.627652167,0.000000083,,
Flipper-W5500,result,1.627653833,0.000003833,0x01,0x00
Flipper-W5500,result,1.627657833,0.000003833,0x02,0x2E
Flipper-W5500,result,1.627661833,0.000003833,0x03,0x00
Flipper-W5500,result,1.6276685,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.627673583,0.000000083,,
Flipper-W5500,enable,1.64865325,0.000000083,,
Flipper-W5500,result,1.648654917,0.000003833,0x01,0x00
Flipper-W5500,result,1.648658917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.648662917,0.000003833,0x03,0x00
Flipper-W5500,result,1.648669583,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.648674667,0.000000083,,
Flipper-W5500,enable,1.669655333,0.000000083,,
Flipper-W5500,result,1.669657,0.000003833,0x01,0x00
Flipper-W5500,result,1.669661,0.000003833,0x02,0x2E
Flipper-W5500,result,1.669665,0.000003833,0x03,0x00
Flipper-W5500,result,1.669671667,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.66967675,0.000000083,,
Flipper-W5500,enable,1.6906555,0.000000083,,
Flipper-W5500,result,1.690657083,0.000003833,0x01,0x00
Flipper-W5500,result,1.690661083,0.000003833,0x02,0x2E
Flipper-W5500,result,1.690665083,0.000003833,0x03,0x00
Flipper-W5500,result,1.69067175,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.690676833,0.000000083,,
Flipper-W5500,enable,1.711656583,0.000000083,,
Flipper-W5500,result,1.711658167,0.000003833,0x01,0x00
Flipper-W5500,result,1.711662167,0.000003833,0x02,0x2E
Flipper-W5500,result,1.711666167,0.000003833,0x03,0x00
Flipper-W5500,result,1.711672833,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.711677917,0.000000083,,
Flipper-W5500,enable,1.732657667,0.000000083,,
Flipper-W5500,result,1.732659333,0.000003833,0x01,0x00
Flipper-W5500,result,1.732663333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.732667333,0.000003833,0x03,0x00
Flipper-W5500,result,1.732674,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.732679083,0.000000083,,
Flipper-W5500,enable,1.75365875,0.000000083,,
Flipper-W5500,result,1.753660417,0.000003833,0x01,0x00
Flipper-W5500,result,1.753664417,0.000003833,0x02,0x2E
Flipper-W5500,result,1.753668417,0.000003833,0x03,0x00
Flipper-W5500,result,1.753675083,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.753680167,0.000000083,,
Flipper-W5500,enable,1.774661167,0.000000083,,
Flipper-W5500,result,1.774662833,0.000003833,0x01,0x00
Flipper-W5500,result,1.774666833,0.000003833,0x02,0x2E
