name,type,start_time,duration,miso,mosi
Flipper-W5500,result,1.233363833,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.233368833,0.000000083,,
Flipper-W5500,enable,1.254328667,0.000000083,,
Flipper-W5500,result,1.25433025,0.000003833,0x01,0x00
Flipper-W5500,result,1.25433425,0.000003833,0x02,0x2E
Flipper-W5500,result,1.25433825,0.000003833,0x03,0x00
Flipper-W5500,result,1.254344917,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.25435,0.000000083,,
Flipper-W5500,enable,1.275329667,0.000000083,,
Flipper-W5500,result,1.275331333,0.000003833,0x01,0x00
Flipper-W5500,result,1.275335333,0.000003833,0x02,0x2E
Flipper-W5500,result,1.275339333,0.000003833,0x03,0x00
Flipper-W5500,result,1.275346,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.275351083,0.000000083,,
Flipper-W5500,enable,1.29633075,0.000000083,,
Flipper-W5500,result,1.296332417,0.000003833,0x01,0x00
Flipper-W5500,result,1.296336417,0.000003833,0x02,0x2E
Flipper-W5500,result,1.296340417,0.000003833,0x03,0x00
Flipper-W5500,result,1.296347083,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.296352167,0.000000083,,
Flipper-W5500,enable,1.317331917,0.000000083,,
Flipper-W5500,result,1.3173335,0.000003833,0x01,0x00
Flipper-W5500,result,1.3173375,0.000003833,0x02,0x2E
Flipper-W5500,result,1.3173415,0.000003833,0x03,0x00
Flipper-W5500,result,1.317348167,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.31735325,0.000000083,,
Flipper-W5500,enable,1.338333,0.000000083,,
Flipper-W5500,result,1.338334667,0.000003833,0x01,0x00
Flipper-W5500,result,1.338338667,0.000003833,0x02,0x2E
Flipper-W5500,result,1.338342667,0.000003833,0x03,0x00
Flipper-W5500,result,1.338349333,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.338354417,0.000000083,,
Flipper-W5500,enable,1.359334083,0.000000083,,
Flipper-W5500,result,1.35933575,0.000003833,0x01,0x00
Flipper-W5500,result,1.35933975,0.000003833,0x02,0x2E
Flipper-W5500,result,1.35934375,0.000003833,0x03,0x00
Flipper-W5500,result,1.359350417,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.3593555,0.000000083,,
Flipper-W5500,enable,1.380335167,0.000000083,,
Flipper-W5500,result,1.380336833,0.000003833,0x01,0x00
Flipper-W5500,result,1.380340833,0.000003833,0x02,0x2E
Flipper-W5500,result,1.380344833,0.000003833,0x03,0x00
Flipper-W5500,result,1.3803515,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.380356583,0.000000083,,
Flipper-W5500,enable,1.401336333,0.000000083,,
Flipper-W5500,result,1.401337917,0.000003833,0x01,0x00
Flipper-W5500,result,1.401341917,0.000003833,0x02,0x2E
Flipper-W5500,result,1.401345917,0.000003833,0x03,0x00
Flipper-W5500,result,1.401352583,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.401357667,0.000000083,,
Flipper-W5500,enable,1.422337417,0.000000083,,
Flipper-W5500,result,1.422339,0.000003833,0x01,0x00
Flipper-W5500,result,1.422343,0.000003833,0x02,0x2E
Flipper-W5500,result,1.422347,0.000003833,0x03,0x00
Flipper-W5500,result,1.422353667,0.000003833,0xfa,0x00
Flipper-W5500,disable,1.42235875,0.000000083,,
Flipper-W5500,enable,1.4433385,0.000000083,,
Flipper-W5500,result,1.443340167,0.000003833,0x01,0x00
Flipper-W5500,result,1.443344167,0.000003833,0x02,0x2E
Flipper-W5500,result,1.443348167,0.000003833,0x03,0x00
